Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
PRMT3		11p15.1	HOMDEL	1	816	0.1%	No
MPHOSPH9	1.172e-7	12q24.31	HOMDEL	1	816	0.1%	No
NME6		3p21.31	AMP	1	816	0.1%	No
MPZL2		11q23.3	AMP	1	816	0.1%	No
TOPORS		9p21.1	HOMDEL	1	816	0.1%	No
CTDSPL		3p22.2	HOMDEL	1	816	0.1%	No
PLIN3		19p13.3	HOMDEL	1	816	0.1%	No
MFSD10		4p16.3	AMP	1	816	0.1%	No
RCAN2		6p12.3	HOMDEL	1	816	0.1%	No
MSLN		16p13.3	HOMDEL	1	816	0.1%	No
LRRC23		12p13.31	HOMDEL	1	816	0.1%	No
LRRC17		7q22.1	HOMDEL	1	816	0.1%	No
SLC35B1		17q21.33	HOMDEL	1	816	0.1%	No
AP3S2		15q26.1	HOMDEL	1	816	0.1%	No
CALCOCO2		17q21.32	HOMDEL	1	816	0.1%	No
RABEPK		9q33.3	HOMDEL	1	816	0.1%	No
POP7		7q22.1	HOMDEL	1	816	0.1%	No
SRRM1		1p36.11	HOMDEL	1	816	0.1%	No
SPRY1		4q28.1	HOMDEL	1	816	0.1%	No
CNKSR1		1p36.11	AMP	1	816	0.1%	No
DENND4A		15q22.31	HOMDEL	1	816	0.1%	No
RAMP1		2q37.3	AMP	1	816	0.1%	No
STUB1		16p13.3	HOMDEL	1	816	0.1%	No
STAG1		3q22.3	HOMDEL	1	816	0.1%	Yes
PRSS16		6p22.1	HOMDEL	1	816	0.1%	No
BET1		7q21.3	HOMDEL	1	816	0.1%	No
SMNDC1		10q25.2	AMP	1	816	0.1%	No
LILRB2		19q13.42	HOMDEL	1	816	0.1%	No
PAK4		19q13.2	HOMDEL	1	816	0.1%	No
SNAPC5		15q22.31	HOMDEL	1	816	0.1%	No
APBB3		5q31.3	HOMDEL	1	816	0.1%	No
VPS26C		21q22.13	HOMDEL	1	816	0.1%	No
NMUR1		2q37.1	AMP	1	816	0.1%	No
IKZF1		7p12.2	HOMDEL	1	816	0.1%	Yes
CRISP3		6p12.3	HOMDEL	1	816	0.1%	No
SMYD5		2p13.2	HOMDEL	1	816	0.1%	No
TLR6		4p14	AMP	1	816	0.1%	No
CCL26		7q11.23	HOMDEL	1	816	0.1%	No
ABCA7		19p13.3	AMP	1	816	0.1%	No
ABCA9		17q24.2	HOMDEL	1	816	0.1%	No
ABCA8		17q24.2	HOMDEL	1	816	0.1%	No
NPM3		10q24.32	AMP	1	816	0.1%	No
HMG20A		15q24.3	HOMDEL	1	816	0.1%	No
CACNG2		22q12.3	HOMDEL	1	816	0.1%	No
IRF9		14q12	HOMDEL	1	816	0.1%	No
BTN3A3		6p22.2	HOMDEL	1	816	0.1%	No
BTN2A2		6p22.2	HOMDEL	1	816	0.1%	No
CORO2B		15q23	HOMDEL	1	816	0.1%	No
PRG3		11q12.1	HOMDEL	1	816	0.1%	No
RACK1		5q35.3	HOMDEL	1	816	0.1%	No
PIAS3		1q21.1	HOMDEL	1	816	0.1%	No
CPQ		8q22.1	HOMDEL	1	816	0.1%	No
WFDC2		20q13.12	HOMDEL	1	816	0.1%	No
IFITM3		11p15.5	AMP	1	816	0.1%	No
RAPGEF3		12q13.11	HOMDEL	1	816	0.1%	No
NSA2		5q13.3	AMP	1	816	0.1%	No
TESK2		1p34.1	HOMDEL	1	816	0.1%	No
EMG1		12p13.31	HOMDEL	1	816	0.1%	No
ZER1		9q34.11	HOMDEL	1	816	0.1%	No
LRRN2		1q32.1	HOMDEL	1	816	0.1%	No
BAIAP2		17q25.3	HOMDEL	1	816	0.1%	No
MERTK		2q13	HOMDEL	1	816	0.1%	Yes
CLEC10A		17p13.1	AMP	1	816	0.1%	No
ZNHIT1		7q22.1	HOMDEL	1	816	0.1%	No
HMGN4		6p22.2	HOMDEL	1	816	0.1%	No
UBE2E3		2q31.3	HOMDEL	1	816	0.1%	No
SLC9A6		Xq26.3	HOMDEL	1	816	0.1%	No
HOXB13		17q21.32	HOMDEL	1	816	0.1%	Yes
NXF1		11q12.3	HOMDEL	1	816	0.1%	No
SEC23A		14q21.1	HOMDEL	1	816	0.1%	No
CARM1		19p13.2	HOMDEL	1	816	0.1%	Yes
SEMA6C		1q21.3	HOMDEL	1	816	0.1%	No
SEMA4F		2p13.1	HOMDEL	1	816	0.1%	No
SEMA4F		2p13.1	AMP	1	816	0.1%	No
SEMA4B		15q26.1	HOMDEL	1	816	0.1%	No
CIB2		15q25.1	HOMDEL	1	816	0.1%	No
CIB1		15q26.1	HOMDEL	1	816	0.1%	No
P3H3		12p13.31	HOMDEL	1	816	0.1%	No
UBD		6p22.1	HOMDEL	1	816	0.1%	No
ARPC1A		7q22.1	HOMDEL	1	816	0.1%	No
HTATIP2		11p15.1	HOMDEL	1	816	0.1%	No
RPP30		10q23.31	AMP	1	816	0.1%	No
ARFGEF1		8q13.2	HOMDEL	1	816	0.1%	No
SLC34A2		4p15.2	AMP	1	816	0.1%	Yes
MRPL28		16p13.3	HOMDEL	1	816	0.1%	No
CCT7		2p13.2	HOMDEL	1	816	0.1%	No
GNLY		2p11.2	HOMDEL	1	816	0.1%	No
TACC2		10q26.13	HOMDEL	1	816	0.1%	No
SORBS1		10q24.1	AMP	1	816	0.1%	No
IFITM2		11p15.5	AMP	1	816	0.1%	No
TXNRD2		22q11.21	HOMDEL	1	816	0.1%	No
MTHFS		15q25.1	HOMDEL	1	816	0.1%	No
SCGN		6p22.2	HOMDEL	1	816	0.1%	No
SMC2		9q31.1	HOMDEL	1	816	0.1%	No
AHSA1	5.069e-10	14q24.3	HOMDEL	1	816	0.1%	No
AHSA1		14q24.3	AMP	1	816	0.1%	No
USP16		21q21.3	HOMDEL	1	816	0.1%	No
SH2B2		7q22.1	HOMDEL	1	816	0.1%	No
ST6GALNAC2		17q25.1	HOMDEL	1	816	0.1%	No
PDLIM5		4q22.3	HOMDEL	1	816	0.1%	No
STAMBP		2p13.1	HOMDEL	1	816	0.1%	No
TGOLN2		2p11.2	HOMDEL	1	816	0.1%	No
POLR3C		1q21.1	HOMDEL	1	816	0.1%	No
TXNIP		1q21.1	HOMDEL	1	816	0.1%	No
TAF6L		11q12.3	HOMDEL	1	816	0.1%	No
IGF2BP1		17q21.32	HOMDEL	1	816	0.1%	No
IGF2BP2		3q27.2	HOMDEL	1	816	0.1%	No
CAMKK2	1.172e-7	12q24.31	HOMDEL	1	816	0.1%	No
SCGB1D2		11q12.3	HOMDEL	1	816	0.1%	No
SCGB1D1		11q12.3	HOMDEL	1	816	0.1%	No
MTX2		2q31.1	HOMDEL	1	816	0.1%	No
CELF1		11p11.2	HOMDEL	1	816	0.1%	No
CXCR6		3p21.31	AMP	1	816	0.1%	No
CGREF1		2p23.3	HOMDEL	1	816	0.1%	No
RRAGA		9p22.1	HOMDEL	1	816	0.1%	No
TNFSF13B		13q33.3	HOMDEL	1	816	0.1%	No
DLL3		19q13.2	HOMDEL	1	816	0.1%	No
CLDN16		3q28	HOMDEL	1	816	0.1%	No
RRH		4q25	HOMDEL	1	816	0.1%	No
CCT8		21q21.3	HOMDEL	1	816	0.1%	No
USP39		2p11.2	HOMDEL	1	816	0.1%	No
POLD3		11q13.4	HOMDEL	1	816	0.1%	No
UGT2B11		4q13.2	HOMDEL	1	816	0.1%	No
POLQ		3q13.33	HOMDEL	1	816	0.1%	Yes
OGA		10q24.32	AMP	1	816	0.1%	No
NUDC		1p36.11	AMP	1	816	0.1%	No
STAG3		7q22.1	HOMDEL	1	816	0.1%	No
STAG2		Xq25	HOMDEL	1	816	0.1%	Yes
SIX2		2p21	HOMDEL	1	816	0.1%	No
RFPL3S		22q12.3	HOMDEL	1	816	0.1%	No
RFPL3		22q12.3	HOMDEL	1	816	0.1%	No
RFPL2		22q12.3	HOMDEL	1	816	0.1%	No
MAP3K2		2q14.3	HOMDEL	1	816	0.1%	No
MAP3K2		2q14.3	AMP	1	816	0.1%	No
TOB2		22q13.2	HOMDEL	1	816	0.1%	No
ZMYND11		10p15.3	HOMDEL	1	816	0.1%	No
ZNF271P		18q12.2	HOMDEL	1	816	0.1%	No
WDR4		21q22.3	HOMDEL	1	816	0.1%	No
NCKAP1		2q32.1	HOMDEL	1	816	0.1%	No
VAMP5		2p11.2	HOMDEL	1	816	0.1%	No
MTHFD2		2p13.1	HOMDEL	1	816	0.1%	No
SEPTIN9		17q25.3	HOMDEL	1	816	0.1%	Yes
SEC24A		5q31.1	HOMDEL	1	816	0.1%	No
CCR9		3p21.31	AMP	1	816	0.1%	No
STARD10		11q13.4	HOMDEL	1	816	0.1%	No
SPINT3		20q13.12	HOMDEL	1	816	0.1%	No
ALDH1L1		3q21.3	HOMDEL	1	816	0.1%	No
PGRMC1		Xq24	HOMDEL	1	816	0.1%	No
LILRB1		19q13.42	HOMDEL	1	816	0.1%	No
USP19		3p21.31	AMP	1	816	0.1%	No
FGL2		7q11.23	HOMDEL	1	816	0.1%	No
ACTL7B		9q31.3	HOMDEL	1	816	0.1%	No
ACTL7A		9q31.3	HOMDEL	1	816	0.1%	No
CPSF4		7q22.1	HOMDEL	1	816	0.1%	No
DHRS4		14q11.2	HOMDEL	1	816	0.1%	No
BRD8		5q31.2	HOMDEL	1	816	0.1%	No
TCERG1		5q32	HOMDEL	1	816	0.1%	No
BTNL3		5q35.3	HOMDEL	1	816	0.1%	No
FASTK		7q36.1	HOMDEL	1	816	0.1%	No
SUB1		5p13.3	HOMDEL	1	816	0.1%	No
APOBEC2		6p21.1	HOMDEL	1	816	0.1%	No
MORF4L1		15q25.1	HOMDEL	1	816	0.1%	No
PRDX3		10q26.11	HOMDEL	1	816	0.1%	No
GPR75		2p16.2	HOMDEL	1	816	0.1%	No
C11ORF58		11p15.2	HOMDEL	1	816	0.1%	No
STARD3		17q12	HOMDEL	1	816	0.1%	No
HNRNPA0		5q31.2	HOMDEL	1	816	0.1%	No
SEC61B		9q22.33	AMP	1	816	0.1%	No
TOMM34		20q13.12	HOMDEL	1	816	0.1%	No
PDIA5		3q21.1	HOMDEL	1	816	0.1%	No
MLLT11		1q21.3	HOMDEL	1	816	0.1%	Yes
STIP1	9.254e-5	11q13.1	HOMDEL	1	816	0.1%	No
ACOT2		14q24.3	AMP	1	816	0.1%	No
CKAP4		12q23.3	HOMDEL	1	816	0.1%	No
UQCR11		19p13.3	AMP	1	816	0.1%	No
CLP1		11q12.1	HOMDEL	1	816	0.1%	Yes
COPS6		7q22.1	HOMDEL	1	816	0.1%	No
MAPRE2		18q12.1-q12.2	HOMDEL	1	816	0.1%	No
KCNQ1OT1		11p15.5	AMP	1	816	0.1%	No
COPS5		8q13.1	HOMDEL	1	816	0.1%	No
IMMT		2p11.2|2	HOMDEL	1	816	0.1%	No
LILRB5		19q13.42	HOMDEL	1	816	0.1%	No
SLC27A4		9q34.11	HOMDEL	1	816	0.1%	No
SPINK5		5q32	HOMDEL	1	816	0.1%	No
LILRB4		19q13.42	HOMDEL	1	816	0.1%	No
IL24		1q32.1	HOMDEL	1	816	0.1%	No
TMSB15A		Xq22.1	HOMDEL	1	816	0.1%	No
TMSB15A		Xq22.1	AMP	1	816	0.1%	No
VAX1		10q25.3	AMP	1	816	0.1%	No
LILRA1		19q13.42	HOMDEL	1	816	0.1%	No
LILRB3		19q13.42	HOMDEL	1	816	0.1%	No
LILRA3		19q13.4	HOMDEL	1	816	0.1%	No
LILRA2		19q13.42	HOMDEL	1	816	0.1%	No
DSTN		20p12.1	HOMDEL	1	816	0.1%	No
MID2		Xq22.3	HOMDEL	1	816	0.1%	No
SLC35D2		9q22.32	AMP	1	816	0.1%	No
ZPBP		7p12.2	HOMDEL	1	816	0.1%	No
DUS4L		7q22.3	HOMDEL	1	816	0.1%	No
UBE2C		20q13.12	HOMDEL	1	816	0.1%	No
RAPGEF4		2q31.1	HOMDEL	1	816	0.1%	No
STMN2		8q21.13	HOMDEL	1	816	0.1%	No
HSF2BP		21q22.3	HOMDEL	1	816	0.1%	No
ADAM30		1p12	HOMDEL	1	816	0.1%	No
SPACA9	9.872e-2	9q34.13	HOMDEL	1	816	0.1%	No
PTPN21	5.069e-10	14q31.3	HOMDEL	1	816	0.1%	No
HNRNPUL1		19q13.2	HOMDEL	1	816	0.1%	No
ATE1		10q26.13	HOMDEL	1	816	0.1%	No
KATNA1		6q25.1	HOMDEL	1	816	0.1%	No
PRDM4		12q23.3	HOMDEL	1	816	0.1%	No
EMILIN1		2p23.3	HOMDEL	1	816	0.1%	No
BTN3A2		6p22.2	HOMDEL	1	816	0.1%	No
BTN3A1		6p22.2	HOMDEL	1	816	0.1%	No
BTN2A1		6p22.2	HOMDEL	1	816	0.1%	No
FAF1		1p32.3	HOMDEL	1	816	0.1%	Yes
CD160		1q21.1	HOMDEL	1	816	0.1%	No
CAPN11		6p21.1	HOMDEL	1	816	0.1%	No
CAPN10		2q37.3	AMP	1	816	0.1%	No
KPTN		19q13.32	HOMDEL	1	816	0.1%	No
PWP1		12q23.3	HOMDEL	1	816	0.1%	No
TBC1D8		2q11.2	HOMDEL	1	816	0.1%	No
KAT7		17q21.33	HOMDEL	1	816	0.1%	No
PLAAT3		11q12.3-q13.1	HOMDEL	1	816	0.1%	No
FICD		12q23.3	HOMDEL	1	816	0.1%	No
LSM6		4q31.22	HOMDEL	1	816	0.1%	No
ERG28	5.069e-10	14q24.3	HOMDEL	1	816	0.1%	No
ERG28		14q24.3	AMP	1	816	0.1%	No
NUDT4		12q22	HOMDEL	1	816	0.1%	No
FSTL1		3q13.33	HOMDEL	1	816	0.1%	No
ADAMTS7		15q25.1	HOMDEL	1	816	0.1%	No
ADAMTS6		5q12.3	AMP	1	816	0.1%	No
ZNF277		7q31.1	HOMDEL	1	816	0.1%	No
WDR6		3p21.31	AMP	1	816	0.1%	No
MAP4K5		14q22.1	HOMDEL	1	816	0.1%	No
PKP3		11p15.5	AMP	1	816	0.1%	No
CEP250		20q11.22	HOMDEL	1	816	0.1%	No
ABCB8		7q36.1	HOMDEL	1	816	0.1%	No
SEC23IP		10q26.11-q26.12	HOMDEL	1	816	0.1%	No
CHEK2		22q12.1	HOMDEL	1	816	0.1%	Yes
AKAP13		15q25.3	HOMDEL	1	816	0.1%	No
DDX20		1p13.2	AMP	1	816	0.1%	No
MRPL3		3q22.1	HOMDEL	1	816	0.1%	No
GALNT5		2q24.1	AMP	1	816	0.1%	No
PADI2		1p36.13	AMP	1	816	0.1%	No
NXPH3		17q21.33	HOMDEL	1	816	0.1%	No
PTGDR2		11q12.2	HOMDEL	1	816	0.1%	No
SLC6A14		Xq23	HOMDEL	1	816	0.1%	No
SP140		2q37.1	AMP	1	816	0.1%	Yes
PXMP4		20q11.22	HOMDEL	1	816	0.1%	No
SNF8		17q21.32	HOMDEL	1	816	0.1%	No
ATXN2L		16p11.2	HOMDEL	1	816	0.1%	No
USP18		22q11.21	HOMDEL	1	816	0.1%	No
TREX1		3p21.31	AMP	1	816	0.1%	No
SCN11A		3p22.2	HOMDEL	1	816	0.1%	No
MGAT4B		5q35.3	HOMDEL	1	816	0.1%	No
SLCO2B1		11q13.4	HOMDEL	1	816	0.1%	No
RBPJL		20q13.12	HOMDEL	1	816	0.1%	No
GPN1		2p23.3	HOMDEL	1	816	0.1%	No
TMC6		17q25.3	HOMDEL	1	816	0.1%	No
FKBP9		7p14.3	HOMDEL	1	816	0.1%	No
PHB2		12p13.31	HOMDEL	1	816	0.1%	No
PDAP1		7q22.1	HOMDEL	1	816	0.1%	No
GABARAP		17p13.1	AMP	1	816	0.1%	No
U2AF2		19q13.42	HOMDEL	1	816	0.1%	Yes
MGLL		3q21.3	HOMDEL	1	816	0.1%	No
SYNPO		5q33.1	HOMDEL	1	816	0.1%	No
LAMB4		7q31.1	HOMDEL	1	816	0.1%	No
RRAS2		11p15.2	HOMDEL	1	816	0.1%	Yes
ITGA11		15q23	HOMDEL	1	816	0.1%	No
COPG1		3q21.3	HOMDEL	1	816	0.1%	No
PHLDA1		12q21.2	HOMDEL	1	816	0.1%	No
HSPA4L		4q28.1	AMP	1	816	0.1%	No
ZNF652		17q21.32-q21.33	HOMDEL	1	816	0.1%	No
ZFP30		19q13.12	HOMDEL	1	816	0.1%	No
COBLL1		2q24.3	HOMDEL	1	816	0.1%	No
COBLL1		2q24.3	AMP	1	816	0.1%	No
RAB11FIP2		10q26.11	HOMDEL	1	816	0.1%	No
PPM1E		17q22	HOMDEL	1	816	0.1%	No
FRMPD1		9p13.2	HOMDEL	1	816	0.1%	No
DOLK		9q34.11	HOMDEL	1	816	0.1%	No
VASH1	5.069e-10	14q24.3	HOMDEL	1	816	0.1%	No
VASH1		14q24.3	AMP	1	816	0.1%	No
AAK1		2p13.3	HOMDEL	1	816	0.1%	No
LMTK2		7q21.3	HOMDEL	1	816	0.1%	No
NLRP1		17p13.2	AMP	1	816	0.1%	No
ATG14		14q22.3	HOMDEL	1	816	0.1%	No
PPP6R1		19q13.42	HOMDEL	1	816	0.1%	No
ENPP4		6p21.1	HOMDEL	1	816	0.1%	No
TRAPPC8		18q12.1	HOMDEL	1	816	0.1%	No
ABLIM3		5q32	HOMDEL	1	816	0.1%	No
ZBTB1		14q23.3	HOMDEL	1	816	0.1%	No
ZNF365		10q21.2	HOMDEL	1	816	0.1%	No
CARD8		19q13.33	HOMDEL	1	816	0.1%	No
ARSG		17q24.2	HOMDEL	1	816	0.1%	No
DHX30		3p21.31	AMP	1	816	0.1%	No
NCBP2		3q29	HOMDEL	1	816	0.1%	No
ZP1		11q12.2	HOMDEL	1	816	0.1%	No
MAPRE1		20q11.21	HOMDEL	1	816	0.1%	No
KIFAP3		1q24.2	HOMDEL	1	816	0.1%	No
MAPRE3		2p23.3	HOMDEL	1	816	0.1%	No
HABP4		9q22.32	AMP	1	816	0.1%	No
RAB3GAP1		2q21.3	HOMDEL	1	816	0.1%	No
RAB18		10p12.1	HOMDEL	1	816	0.1%	No
RPIA		2p11.2	HOMDEL	1	816	0.1%	No
ELL2		5q15	AMP	1	816	0.1%	No
SCAP		3p21.31	AMP	1	816	0.1%	No
SNW1	5.069e-10	14q24.3	HOMDEL	1	816	0.1%	No
SNW1		14q24.3	AMP	1	816	0.1%	No
PTGR1		9q31.3	HOMDEL	1	816	0.1%	No
SLC4A1AP		2p23.3	HOMDEL	1	816	0.1%	No
CYP2G1P		19q13.2	HOMDEL	1	816	0.1%	No
PAXIP1		7q36.2	HOMDEL	1	816	0.1%	No
AKR7A3		1p36.13	AMP	1	816	0.1%	No
NT5C2		10q24.32-q24.33	HOMDEL	1	816	0.1%	Yes
NINL		20p11.21	HOMDEL	1	816	0.1%	No
PDCD11		10q24.33	HOMDEL	1	816	0.1%	Yes
HMGXB3		5q32	HOMDEL	1	816	0.1%	No
CEP131		17q25.3	HOMDEL	1	816	0.1%	No
TTC39A		1p32.3	HOMDEL	1	816	0.1%	No
TMCC1		3q22.1	HOMDEL	1	816	0.1%	No
RBM34		1q42.3	HOMDEL	1	816	0.1%	No
KDM4B		19p13.3	HOMDEL	1	816	0.1%	No
WDTC1		1p36.11	AMP	1	816	0.1%	No
ZHX3		20q12	HOMDEL	1	816	0.1%	No
CLUAP1		16p13.3	HOMDEL	1	816	0.1%	No
TBC1D9B		5q35.3	HOMDEL	1	816	0.1%	No
EMC1		1p36.13	AMP	1	816	0.1%	No
UHRF1BP1L		12q23.1	HOMDEL	1	816	0.1%	No
RRP1B		21q22.3	HOMDEL	1	816	0.1%	No
PPRC1		10q24.32	AMP	1	816	0.1%	No
PEG10		7q21.3	HOMDEL	1	816	0.1%	No
TTLL5		14q24.3	AMP	1	816	0.1%	No
TBC1D2B		15q24.3-q25.1	HOMDEL	1	816	0.1%	No
MRPS27		5q13.2	AMP	1	816	0.1%	No
NFASC		1q32.1	HOMDEL	1	816	0.1%	No
HIC2		22q11.21	HOMDEL	1	816	0.1%	No
PLXND1		3q22.1	HOMDEL	1	816	0.1%	No
RAD54L2		3p21.2	AMP	1	816	0.1%	No
KDM6B		17p13.1	AMP	1	816	0.1%	No
SSPO		7q36.1	HOMDEL	1	816	0.1%	No
SEPTIN6		Xq24	HOMDEL	1	816	0.1%	Yes
TBC1D9		4q31.21	HOMDEL	1	816	0.1%	No
WDR43		2p23.2	HOMDEL	1	816	0.1%	No
ABRAXAS2		10q26.13	HOMDEL	1	816	0.1%	No
METAP1		4q23	HOMDEL	1	816	0.1%	No
PASK		2q37.3	AMP	1	816	0.1%	Yes
DIP2A		21q22.3	HOMDEL	1	816	0.1%	No
MESD		15q25.1	HOMDEL	1	816	0.1%	No
UBXN4		2q21.3	HOMDEL	1	816	0.1%	No
GANAB		11q12.3	HOMDEL	1	816	0.1%	No
FAM168A		11q13.4	HOMDEL	1	816	0.1%	No
ACSBG1		15q25.1	HOMDEL	1	816	0.1%	No
JMJD6		17q25.1	HOMDEL	1	816	0.1%	No
ZC3H4	1.694e-2	19q13.32	HOMDEL	1	816	0.1%	No
RRS1		8q13.1	HOMDEL	1	816	0.1%	No
SULF1		8q13.2-q13.3	HOMDEL	1	816	0.1%	No
XPO6		16p12.1	HOMDEL	1	816	0.1%	No
NBEAL2		3p21.31	AMP	1	816	0.1%	No
RHOBTB2		8p21.3	AMP	1	816	0.1%	No
RRP12		10q24.1	HOMDEL	1	816	0.1%	No
RRP12		10q24.1	AMP	1	816	0.1%	No
SYNE2		14q23.2	HOMDEL	1	816	0.1%	No
NUP210		3p25.1	HOMDEL	1	816	0.1%	No
SEL1L3		4p15.2	AMP	1	816	0.1%	No
TBC1D12		10q23.33	HOMDEL	1	816	0.1%	No
COBL		7p12.1	HOMDEL	1	816	0.1%	No
ANKRD28		3p25.1	HOMDEL	1	816	0.1%	No
KIAA0556		16p12.1	HOMDEL	1	816	0.1%	No
MINAR1		15q25.1	HOMDEL	1	816	0.1%	No
KLHL18		3p21.31	AMP	1	816	0.1%	No
NUP160		11p11.2	HOMDEL	1	816	0.1%	No
FBXW11		5q35.1	HOMDEL	1	816	0.1%	No
FKBP15		9q32	HOMDEL	1	816	0.1%	No
CUX2		12q24.11-q24.12	HOMDEL	1	816	0.1%	No
WASHC4		12q23.3	HOMDEL	1	816	0.1%	No
TTC28		22q12.1	HOMDEL	1	816	0.1%	No
CLASP1		2q14.2-q14.3	AMP	1	816	0.1%	No
JADE2		5q31.1	HOMDEL	1	816	0.1%	No
KHNYN		14q12	HOMDEL	1	816	0.1%	No
UBR4		1p36.13	AMP	1	816	0.1%	No
VPS8		3q27.2	HOMDEL	1	816	0.1%	No
ANGEL1	5.069e-10	14q24.3	HOMDEL	1	816	0.1%	No
ANGEL1		14q24.3	AMP	1	816	0.1%	No
FNBP4		11p11.2	HOMDEL	1	816	0.1%	No
PUM2		2p24.1	HOMDEL	1	816	0.1%	No
ICE1		5p15.32	HOMDEL	1	816	0.1%	No
SRGAP2		1q32.1	HOMDEL	1	816	0.1%	No
ECPAS		9q31.3	HOMDEL	1	816	0.1%	No
LARS2		3p21.31	AMP	1	816	0.1%	No
PPWD1		5q12.3	AMP	1	816	0.1%	No
CTDNEP1		17p13.1	AMP	1	816	0.1%	No
FRAT2		10q24.1	HOMDEL	1	816	0.1%	No
FRAT2		10q24.1	AMP	1	816	0.1%	No
SIRT3		11p15.5	AMP	1	816	0.1%	No
TMED3		15q25.1	HOMDEL	1	816	0.1%	No
GRIP1		12q14.3	HOMDEL	1	816	0.1%	No
RYBP		3p13	AMP	1	816	0.1%	Yes
TPSD1		16p13.3	HOMDEL	1	816	0.1%	No
RHOQ		2p21	HOMDEL	1	816	0.1%	No
LINC01565		3q21.3	HOMDEL	1	816	0.1%	No
SLC35A3	6.582e-11	1p21.2	HOMDEL	1	816	0.1%	No
SLC44A1		9q31.1-q31.2	HOMDEL	1	816	0.1%	No
ABCA6		17q24.2-q24.3	HOMDEL	1	816	0.1%	No
HEY1		8q21.13	HOMDEL	1	816	0.1%	Yes
PHF3		6q12	HOMDEL	1	816	0.1%	No
CAPN7		3p25.1	HOMDEL	1	816	0.1%	No
SEC11A		15q25.2-q25.3	HOMDEL	1	816	0.1%	No
ISCU		12q23.3	HOMDEL	1	816	0.1%	No
SEC61G		7p11.2	HOMDEL	1	816	0.1%	No
HEY2		6q22.31	HOMDEL	1	816	0.1%	No
DAAM2		6p21.2	HOMDEL	1	816	0.1%	No
NUP188		9q34.11	HOMDEL	1	816	0.1%	No
SPIDR		8q11.21	HOMDEL	1	816	0.1%	No
R3HDM1		2q21.3	HOMDEL	1	816	0.1%	No
ARHGAP45		19p13.3	AMP	1	816	0.1%	No
ACAP2		3q29	HOMDEL	1	816	0.1%	No
PIK3R5		17p13.1	AMP	1	816	0.1%	No
RBFOX2		22q12.3	HOMDEL	1	816	0.1%	No
LILRA4		19q13.42	HOMDEL	1	816	0.1%	No
HYAL4		7q31.32	HOMDEL	1	816	0.1%	No
TSPAN15		10q22.1	HOMDEL	1	816	0.1%	No
WBP2		17q25.1	HOMDEL	1	816	0.1%	No
WBP1		2p13.1	HOMDEL	1	816	0.1%	No
LPAR3	6.582e-11	1p22.3	HOMDEL	1	816	0.1%	No
PADI4		1p36.13	AMP	1	816	0.1%	No
DDAH1	6.582e-11	1p22.3	HOMDEL	1	816	0.1%	No
CDC42EP4		17q25.1	HOMDEL	1	816	0.1%	No
TMEM50A		1p36.11	HOMDEL	1	816	0.1%	No
DDX58		9p21.1	HOMDEL	1	816	0.1%	No
CARHSP1		16p13.2	HOMDEL	1	816	0.1%	No
OPN3		1q43	HOMDEL	1	816	0.1%	No
AMACR		5p13.2	HOMDEL	1	816	0.1%	No
CLEC5A		7q34	HOMDEL	1	816	0.1%	No
CORO1C		12q24.11	HOMDEL	1	816	0.1%	No
MKRN1		7q34	HOMDEL	1	816	0.1%	No
MKRN2		3p25.2	HOMDEL	1	816	0.1%	No
TSSK2		22q11.21	HOMDEL	1	816	0.1%	No
ZIM2		19q13.43	HOMDEL	1	816	0.1%	No
SPO11		20q13.31	HOMDEL	1	816	0.1%	No
HSPBP1		19q13.42	HOMDEL	1	816	0.1%	No
SNHG1		11q12.3	HOMDEL	1	816	0.1%	No
LY96		8q21.11	HOMDEL	1	816	0.1%	No
SLC7A11		4q28.3	HOMDEL	1	816	0.1%	No
SLC7A11		4q28.3	AMP	1	816	0.1%	No
ZKSCAN5		7q22.1	HOMDEL	1	816	0.1%	No
SH3BP4		2q37.2	AMP	1	816	0.1%	No
PRKD3		2p22.2	HOMDEL	1	816	0.1%	No
TMEM245		9q31.3	HOMDEL	1	816	0.1%	No
SDF2L1		22q11.21	HOMDEL	1	816	0.1%	No
PPIL2		22q11.21	HOMDEL	1	816	0.1%	No
PITPNB		22q12.1	HOMDEL	1	816	0.1%	No
PISD		22q12.2	HOMDEL	1	816	0.1%	No
GABARAPL3		15q26.1	HOMDEL	1	816	0.1%	No
FLRT2	5.069e-10	14q31.3	HOMDEL	1	816	0.1%	No
AP1B1P1		22q12.3	HOMDEL	1	816	0.1%	No
MTCH2		11p11.2	HOMDEL	1	816	0.1%	No
IFIT5		10q23.31	AMP	1	816	0.1%	No
CLDN15		7q22.1	HOMDEL	1	816	0.1%	No
FJX1		11p13	HOMDEL	1	816	0.1%	No
C22ORF24		22q12.3	HOMDEL	1	816	0.1%	No
DSTYK		1q32.1	HOMDEL	1	816	0.1%	No
RASGRP3		2p22.3	HOMDEL	1	816	0.1%	No
RAB3GAP2		1q41	HOMDEL	1	816	0.1%	No
CIZ1		9q34.11	HOMDEL	1	816	0.1%	No
FBXO7		22q12.3	HOMDEL	1	816	0.1%	No
FSCN2		17q25.3	HOMDEL	1	816	0.1%	No
BRI3		7q21.3	HOMDEL	1	816	0.1%	No
LMOD1		1q32.1	HOMDEL	1	816	0.1%	No
