Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
SPAG7		17p13.2	AMP	2	2173	<0.1%	No
H6PD		1p36.22	AMP	2	2173	<0.1%	No
GOSR2		17q21.32	HOMDEL	2	2173	<0.1%	No
APOBEC3B		22q13.1	HOMDEL	2	2173	<0.1%	Yes
IER2		19p13.13	HOMDEL	2	2173	<0.1%	No
SNCAIP		5q23.2	HOMDEL	2	2173	<0.1%	Yes
ZNF592		15q25.3	HOMDEL	2	2173	<0.1%	No
MICAL2		11p15.3	HOMDEL	2	2173	<0.1%	No
PPM1F		22q11.22	HOMDEL	2	2173	<0.1%	No
IQCB1		3q13.33|3q21.1	HOMDEL	2	2173	<0.1%	No
PDE4DIP		1q21.2	HOMDEL	2	2173	<0.1%	Yes
N4BP1		16q12.1	HOMDEL	2	2173	<0.1%	No
UBE3C		7q36.3	HOMDEL	2	2173	<0.1%	No
RAPGEF2		4q32.1	HOMDEL	2	2173	<0.1%	No
EDEM1		3p26.1	HOMDEL	2	2173	<0.1%	No
PUM1		1p35.2	HOMDEL	2	2173	<0.1%	No
RIMS2		8q22.3	HOMDEL	2	2173	<0.1%	No
ESPL1		12q13.13	AMP	2	2173	<0.1%	No
PPP6R2		22q13.33	HOMDEL	2	2173	<0.1%	No
KIAA0408		6q22.33	HOMDEL	2	2173	<0.1%	No
HDAC9		7p21.1	HOMDEL	2	2173	<0.1%	No
USP34		2p15	HOMDEL	2	2173	<0.1%	No
CLSTN3		12p13.31	HOMDEL	2	2173	<0.1%	No
SNPH		20p13	HOMDEL	2	2173	<0.1%	No
STARD8		Xq13.1	HOMDEL	2	2173	<0.1%	No
HDAC4		2q37.3	HOMDEL	2	2173	<0.1%	Yes
ATG13		11p11.2	HOMDEL	2	2173	<0.1%	No
RNF144A		2p25.1	HOMDEL	2	2173	<0.1%	No
DLGAP5		14q22.3	HOMDEL	2	2173	<0.1%	No
TATDN2		3p25.3	HOMDEL	2	2173	<0.1%	No
DAZAP2		12q13.13	HOMDEL	2	2173	<0.1%	No
KEAP1		19p13.2	HOMDEL	2	2173	<0.1%	Yes
MELK		9p13.2	HOMDEL	2	2173	<0.1%	No
GINS1		20p11.21	HOMDEL	2	2173	<0.1%	No
ZBTB24		6q21	HOMDEL	2	2173	<0.1%	No
PLEKHM1		17q21.31	HOMDEL	2	2173	<0.1%	No
HEPH		Xq12	HOMDEL	2	2173	<0.1%	No
ZNF518A		10q24.1	HOMDEL	2	2173	<0.1%	No
EPM2AIP1		3p22.2	HOMDEL	2	2173	<0.1%	No
FARP2		2q37.3	AMP	2	2173	<0.1%	No
PSMD6		3p14.1	AMP	2	2173	<0.1%	No
PJA2		5q21.3	HOMDEL	2	2173	<0.1%	No
TRANK1		3p22.2	HOMDEL	2	2173	<0.1%	No
SMG7		1q25.3	HOMDEL	2	2173	<0.1%	No
ZBED4		22q13.33	HOMDEL	2	2173	<0.1%	No
SNAP91		6q14.2	HOMDEL	2	2173	<0.1%	No
SLC35E2A		1p36.33	HOMDEL	2	2173	<0.1%	No
RABGAP1L		1q25.1	HOMDEL	2	2173	<0.1%	No
NCAPD2		12p13.31	HOMDEL	2	2173	<0.1%	No
ARHGAP25		2p13.3	HOMDEL	2	2173	<0.1%	No
AMMECR1		Xq23	HOMDEL	2	2173	<0.1%	No
USP3		15q22.31	HOMDEL	2	2173	<0.1%	No
MED13		17q23.2	HOMDEL	2	2173	<0.1%	No
CLEC2B		12p13.31	HOMDEL	2	2173	<0.1%	No
RBX1		22q13.2	HOMDEL	2	2173	<0.1%	No
PPP4R1		18p11.22	HOMDEL	2	2173	<0.1%	No
DGCR2		22q11.21	HOMDEL	2	2173	<0.1%	No
SCO2		22q13.33	HOMDEL	2	2173	<0.1%	No
HDAC6		Xp11.23	HOMDEL	2	2173	<0.1%	No
BCL2L10		15q21.2	HOMDEL	2	2173	<0.1%	No
GNE		9p13.3	HOMDEL	2	2173	<0.1%	No
TOM1		22q12.3	HOMDEL	2	2173	<0.1%	No
SH2D3C		9q34.11	HOMDEL	2	2173	<0.1%	No
MAMLD1		Xq28	HOMDEL	2	2173	<0.1%	No
RWDD2B		21q21.3	HOMDEL	2	2173	<0.1%	No
PDCD7		15q22.31	HOMDEL	2	2173	<0.1%	No
PQBP1		Xp11.23	HOMDEL	2	2173	<0.1%	No
EDIL3		5q14.3	HOMDEL	2	2173	<0.1%	No
UST		6q25.1	HOMDEL	2	2173	<0.1%	No
ACTR2		2p14	HOMDEL	2	2173	<0.1%	No
TSPAN1		1p34.1	HOMDEL	2	2173	<0.1%	No
ACTR1A		10q24.32	AMP	2	2173	<0.1%	No
CEBPZ		2p22.2	HOMDEL	2	2173	<0.1%	No
LPCAT3		12p13.31	HOMDEL	2	2173	<0.1%	No
WASF2		1p36.11	AMP	2	2173	<0.1%	No
ZNF197		3p21.31	HOMDEL	2	2173	<0.1%	No
USPL1		13q12.3	HOMDEL	2	2173	<0.1%	No
TOPORS		9p21.1	HOMDEL	2	2173	<0.1%	No
SSX3		Xp11.23	HOMDEL	2	2173	<0.1%	No
OLIG2		21q22.11	HOMDEL	2	2173	<0.1%	Yes
ANGPTL7		1p36.22	AMP	2	2173	<0.1%	No
LRRC23		12p13.31	HOMDEL	2	2173	<0.1%	No
AP3S2		15q26.1	HOMDEL	2	2173	<0.1%	No
TIMM17B		Xp11.23	HOMDEL	2	2173	<0.1%	No
CNKSR1		1p36.11	AMP	2	2173	<0.1%	No
DENND4A		15q22.31	HOMDEL	2	2173	<0.1%	No
FSTL3		19p13.3	HOMDEL	2	2173	<0.1%	Yes
SIGMAR1		9p13.3	HOMDEL	2	2173	<0.1%	No
CWC27		5q12.3	HOMDEL	2	2173	<0.1%	No
SAP18		13q12.11	HOMDEL	2	2173	<0.1%	No
RGS19		20q13.33	HOMDEL	2	2173	<0.1%	No
DNAJA2		16q11.2	HOMDEL	2	2173	<0.1%	No
APC2		19p13.3	HOMDEL	2	2173	<0.1%	No
AKR1A1		1p34.1	HOMDEL	2	2173	<0.1%	No
CLEC4M		19p13.2	HOMDEL	2	2173	<0.1%	No
TRIM22		11p15.4	HOMDEL	2	2173	<0.1%	No
ABCA7		19p13.3	HOMDEL	2	2173	<0.1%	No
NPM3		10q24.32	AMP	2	2173	<0.1%	No
CACNG3		16p12.1	HOMDEL	2	2173	<0.1%	No
CACNG2		22q12.3	HOMDEL	2	2173	<0.1%	No
CITED2		6q24.1	HOMDEL	2	2173	<0.1%	No
TUBB4A		19p13.3	HOMDEL	2	2173	<0.1%	No
SCML2		Xp22.13	HOMDEL	2	2173	<0.1%	No
ATP8A1		4p13	HOMDEL	2	2173	<0.1%	No
PGRMC2		4q28.2	HOMDEL	2	2173	<0.1%	No
EMG1		12p13.31	HOMDEL	2	2173	<0.1%	No
VAV3		1p13.3	HOMDEL	2	2173	<0.1%	No
TIMM44		19p13.2	HOMDEL	2	2173	<0.1%	No
SLC25A17		22q13.2	HOMDEL	2	2173	<0.1%	No
SLC9A6		Xq26.3	HOMDEL	2	2173	<0.1%	No
EIF3M		11p13	HOMDEL	2	2173	<0.1%	No
LRRC41		1p34.1-p33	HOMDEL	2	2173	<0.1%	No
CRTAP		3p22.3	HOMDEL	2	2173	<0.1%	No
STK25		2q37.3	AMP	2	2173	<0.1%	No
ENOX2		Xq26.1	HOMDEL	2	2173	<0.1%	No
SEMA4B		15q26.1	HOMDEL	2	2173	<0.1%	No
MYBBP1A		17p13.2	HOMDEL	2	2173	<0.1%	No
CIB1		15q26.1	HOMDEL	2	2173	<0.1%	No
DEAF1		11p15.5	HOMDEL	2	2173	<0.1%	No
NEBL		10p12.31	HOMDEL	2	2173	<0.1%	No
RNASEH2A		19p13.13	HOMDEL	2	2173	<0.1%	No
ARL6IP5		3p14.1	HOMDEL	2	2173	<0.1%	No
CCT4		2p15	HOMDEL	2	2173	<0.1%	No
SORBS1		10q24.1	AMP	2	2173	<0.1%	No
MAB21L2		4q31.3	HOMDEL	2	2173	<0.1%	No
TXNRD2		22q11.21	HOMDEL	2	2173	<0.1%	No
SLCO1B1		12p12.1	HOMDEL	2	2173	<0.1%	No
USP16		21q21.3	HOMDEL	2	2173	<0.1%	No
CDC42EP3		2p22.2	HOMDEL	2	2173	<0.1%	No
MXD4		4p16.3	HOMDEL	2	2173	<0.1%	No
TRIM3		11p15.4	HOMDEL	2	2173	<0.1%	No
ERLIN1		10q24.31	HOMDEL	2	2173	<0.1%	No
NPRL2		3p21.31	AMP	2	2173	<0.1%	No
KLF1		19p13.13	HOMDEL	2	2173	<0.1%	No
TNFSF13B		13q33.3	HOMDEL	2	2173	<0.1%	No
GNB5		15q21.2	HOMDEL	2	2173	<0.1%	No
EBP		Xp11.23	HOMDEL	2	2173	<0.1%	No
FUT9		6q16.1	HOMDEL	2	2173	<0.1%	No
CCT8		21q21.3	HOMDEL	2	2173	<0.1%	No
POLD3		11q13.4	HOMDEL	2	2173	<0.1%	No
OGA		10q24.32	AMP	2	2173	<0.1%	No
RAI1		17p11.2	HOMDEL	2	2173	<0.1%	No
PTTG2		4p14	HOMDEL	2	2173	<0.1%	No
KIF1C		17p13.2	HOMDEL	2	2173	<0.1%	No
KIF1C		17p13.2	AMP	2	2173	<0.1%	No
GRAP		17p11.2	HOMDEL	2	2173	<0.1%	No
TOB2		22q13.2	HOMDEL	2	2173	<0.1%	No
HBS1L		6q23.3	HOMDEL	2	2173	<0.1%	No
PLK2		5q11.2	HOMDEL	2	2173	<0.1%	Yes
ZNF266		19p13.2	HOMDEL	2	2173	<0.1%	No
ZNF274		19q13.43	HOMDEL	2	2173	<0.1%	No
NEK6		9q33.3	HOMDEL	2	2173	<0.1%	No
UTP14A		Xq26.1	HOMDEL	2	2173	<0.1%	No
OR7E12P		11p15.4	HOMDEL	2	2173	<0.1%	No
CLPX		15q22.31	HOMDEL	2	2173	<0.1%	No
CCL27		9p13.3	HOMDEL	2	2173	<0.1%	No
TSPAN9		12p13.33-p13.32	HOMDEL	2	2173	<0.1%	No
CFHR4		1q31.3	HOMDEL	2	2173	<0.1%	No
ACTL7B		9q31.3	HOMDEL	2	2173	<0.1%	No
ACTL7A		9q31.3	HOMDEL	2	2173	<0.1%	No
RAB10		2p23.3	HOMDEL	2	2173	<0.1%	No
PPARGC1A		4p15.2	HOMDEL	2	2173	<0.1%	No
MALT1		18q21.32	HOMDEL	2	2173	<0.1%	Yes
UTS2		1p36.23	AMP	2	2173	<0.1%	No
RALBP1		18p11.22	HOMDEL	2	2173	<0.1%	No
PDIA5		3q21.1	HOMDEL	2	2173	<0.1%	No
RAB40B		17q25.3	HOMDEL	2	2173	<0.1%	No
UQCR11		19p13.3	HOMDEL	2	2173	<0.1%	No
COPS6		7q22.1	HOMDEL	2	2173	<0.1%	No
METAP2		12q22	HOMDEL	2	2173	<0.1%	No
SLC38A3		3p21.31	AMP	2	2173	<0.1%	No
IFT27		22q12.3	HOMDEL	2	2173	<0.1%	No
LILRB3		19q13.42	HOMDEL	2	2173	<0.1%	No
RAB31		18p11.22	HOMDEL	2	2173	<0.1%	No
PIM2		Xp11.23	HOMDEL	2	2173	<0.1%	No
MID2		Xq22.3	HOMDEL	2	2173	<0.1%	No
SLC35D2		9q22.32	HOMDEL	2	2173	<0.1%	No
SOX30		5q33.3	HOMDEL	2	2173	<0.1%	No
CYB561D2		3p21.31	AMP	2	2173	<0.1%	No
TMEM115		3p21.31	AMP	2	2173	<0.1%	No
DUSP14		17q12	HOMDEL	2	2173	<0.1%	No
KERA		12q21.33	HOMDEL	2	2173	<0.1%	No
ATE1		10q26.13	HOMDEL	2	2173	<0.1%	No
RPP14		3p14.3	AMP	2	2173	<0.1%	No
FGFR1OP		6q27	HOMDEL	2	2173	<0.1%	Yes
FAF1		1p32.3	HOMDEL	2	2173	<0.1%	Yes
CD160		1q21.1	HOMDEL	2	2173	<0.1%	No
CDC37		19p13.2	HOMDEL	2	2173	<0.1%	No
IL1RAPL1		Xp21.3-p21.2	HOMDEL	2	2173	<0.1%	No
RABL2B		22q13.33	HOMDEL	2	2173	<0.1%	No
WDHD1		14q22.2-q22.3	HOMDEL	2	2173	<0.1%	No
FAM107A		3p14.3-p14.2	AMP	2	2173	<0.1%	No
ADAMTS6		5q12.3	HOMDEL	2	2173	<0.1%	No
RASSF1		3p21.31	AMP	2	2173	<0.1%	No
GALNT6		12q13.13	HOMDEL	2	2173	<0.1%	No
POLG2		17q23.3	HOMDEL	2	2173	<0.1%	No
HPS5		11p15.1	HOMDEL	2	2173	<0.1%	No
RNF24		20p13	HOMDEL	2	2173	<0.1%	No
PACSIN2		22q13.2	HOMDEL	2	2173	<0.1%	No
SLC6A14		Xq23	HOMDEL	2	2173	<0.1%	No
DCTN3		9p13.3	HOMDEL	2	2173	<0.1%	No
KLHL2		4q32.3	HOMDEL	2	2173	<0.1%	No
POU6F2		7p14.1	HOMDEL	2	2173	<0.1%	No
PARK7		1p36.23	AMP	2	2173	<0.1%	No
DDX42		17q23.3	HOMDEL	2	2173	<0.1%	No
VSIG4		Xq12	HOMDEL	2	2173	<0.1%	No
PHB2		12p13.31	HOMDEL	2	2173	<0.1%	No
TUSC2		3p21.31	AMP	2	2173	<0.1%	No
MGLL		3q21.3	HOMDEL	2	2173	<0.1%	No
IKZF3		17q12-q21.1	HOMDEL	2	2173	<0.1%	Yes
PHLDA1		12q21.2	HOMDEL	2	2173	<0.1%	No
HSPA4L		4q28.1	HOMDEL	2	2173	<0.1%	No
DNAJC8		1p35.3	AMP	2	2173	<0.1%	No
SCAF8		6q25.2	HOMDEL	2	2173	<0.1%	No
DLGAP4		20q11.23	HOMDEL	2	2173	<0.1%	No
NLRP1		17p13.2	AMP	2	2173	<0.1%	No
TRAPPC8		18q12.1	HOMDEL	2	2173	<0.1%	No
CLSTN1		1p36.22	AMP	2	2173	<0.1%	No
WDR37		10p15.3	HOMDEL	2	2173	<0.1%	No
ARHGEF15		17p13.1	AMP	2	2173	<0.1%	No
SBNO2		19p13.3	HOMDEL	2	2173	<0.1%	No
EPN2		17p11.2	HOMDEL	2	2173	<0.1%	No
POMZP3		7q11.23	HOMDEL	2	2173	<0.1%	No
TRIM32		9q33.1	HOMDEL	2	2173	<0.1%	No
MAST1		19p13.13	HOMDEL	2	2173	<0.1%	No
SORCS3		10q25.1	HOMDEL	2	2173	<0.1%	No
CEP152		15q21.1	HOMDEL	2	2173	<0.1%	No
TTC39A		1p32.3	HOMDEL	2	2173	<0.1%	No
EXOSC7		3p21.31	HOMDEL	2	2173	<0.1%	No
CNOT1		16q21	AMP	2	2173	<0.1%	No
PDZRN3		3p13	HOMDEL	2	2173	<0.1%	No
MYT1L		2p25.3	HOMDEL	2	2173	<0.1%	No
PDXDC1		16p13.11	HOMDEL	2	2173	<0.1%	No
NCOA6		20q11.22	HOMDEL	2	2173	<0.1%	No
TBC1D9B		5q35.3	HOMDEL	2	2173	<0.1%	No
EMC1		1p36.13	AMP	2	2173	<0.1%	No
UHRF1BP1L		12q23.1	HOMDEL	2	2173	<0.1%	No
PPRC1		10q24.32	AMP	2	2173	<0.1%	No
ZNF423		16q12.1	HOMDEL	2	2173	<0.1%	No
TTLL5		14q24.3	HOMDEL	2	2173	<0.1%	No
TNRC6B		22q13.1	HOMDEL	2	2173	<0.1%	No
TAB2		6q25.1	HOMDEL	2	2173	<0.1%	No
HIC2		22q11.21	HOMDEL	2	2173	<0.1%	No
CLASP2		3p22.3	HOMDEL	2	2173	<0.1%	No
CAMTA2		17p13.2	HOMDEL	2	2173	<0.1%	No
CAMTA2		17p13.2	AMP	2	2173	<0.1%	No
PHF8		Xp11.22	HOMDEL	2	2173	<0.1%	No
KDM6B		17p13.1	AMP	2	2173	<0.1%	No
TBC1D9		4q31.21	HOMDEL	2	2173	<0.1%	No
PASK		2q37.3	HOMDEL	2	2173	<0.1%	Yes
PASK		2q37.3	AMP	2	2173	<0.1%	Yes
RGL1		1q25.3	HOMDEL	2	2173	<0.1%	No
LARP4B		10p15.3	HOMDEL	2	2173	<0.1%	No
ATG4B		2q37.3	AMP	2	2173	<0.1%	No
MLC1		22q13.33	HOMDEL	2	2173	<0.1%	No
ARHGEF9		Xq11.1	HOMDEL	2	2173	<0.1%	No
PLCB1		20p12.3	HOMDEL	2	2173	<0.1%	No
PHLPP1		18q21.33	HOMDEL	2	2173	<0.1%	No
OTUD3		1p36.13	AMP	2	2173	<0.1%	No
ANKRD12		18p11.22	HOMDEL	2	2173	<0.1%	No
ZC3H7B		22q13.2	HOMDEL	2	2173	<0.1%	No
DNMBP		10q24.2	HOMDEL	2	2173	<0.1%	No
TASOR		3p14.3	AMP	2	2173	<0.1%	No
POFUT2		21q22.3	HOMDEL	2	2173	<0.1%	No
KIAA0930		22q13.31	HOMDEL	2	2173	<0.1%	No
TUT4		1p32.3	HOMDEL	2	2173	<0.1%	No
SASH1		6q24.3-q25.1	HOMDEL	2	2173	<0.1%	No
JADE2		5q31.1	HOMDEL	2	2173	<0.1%	No
DNAJC16		1p36.21	HOMDEL	2	2173	<0.1%	No
FAM189A1		15q13.1	AMP	2	2173	<0.1%	No
ARHGEF12		11q23.3	HOMDEL	2	2173	<0.1%	Yes
ZFYVE26		14q24.1	HOMDEL	2	2173	<0.1%	No
MORC3		21q22.12	HOMDEL	2	2173	<0.1%	No
ARHGAP45		19p13.3	HOMDEL	2	2173	<0.1%	No
MAPK8IP2		22q13.33	HOMDEL	2	2173	<0.1%	No
ATP6V0A2		12q24.31	HOMDEL	2	2173	<0.1%	No
TSPAN15		10q22.1	HOMDEL	2	2173	<0.1%	No
GTPBP4		10p15.3	HOMDEL	2	2173	<0.1%	No
CLDN14		21q22.13	HOMDEL	2	2173	<0.1%	No
KLHDC2		14q21.3	HOMDEL	2	2173	<0.1%	No
PDSS1		10p12.1	HOMDEL	2	2173	<0.1%	No
ORC6		16q11.2	HOMDEL	2	2173	<0.1%	No
TSSK2		22q11.21	HOMDEL	2	2173	<0.1%	No
BRD7P3		6q22.31	HOMDEL	2	2173	<0.1%	No
PLXNB2		22q13.33	HOMDEL	2	2173	<0.1%	No
SLC7A11		4q28.3	HOMDEL	2	2173	<0.1%	No
STX12		1p35.3	AMP	2	2173	<0.1%	No
SH3BP4		2q37.2	AMP	2	2173	<0.1%	No
KCNE4		2q36.1	HOMDEL	2	2173	<0.1%	No
BHMT2		5q14.1	HOMDEL	2	2173	<0.1%	No
AIPL1		17p13.2	HOMDEL	2	2173	<0.1%	No
GABARAPL3		15q26.1	HOMDEL	2	2173	<0.1%	No
BRD1		22q13.33	HOMDEL	2	2173	<0.1%	No
ARHGAP8		22q13.31	HOMDEL	2	2173	<0.1%	No
APOL2		22q12.3	HOMDEL	2	2173	<0.1%	No
FTSJ1		Xp11.23	HOMDEL	2	2173	<0.1%	No
NAA80		3p21.31	AMP	2	2173	<0.1%	No
PRPF6		20q13.33	HOMDEL	2	2173	<0.1%	No
NGEF		2q37.1	AMP	2	2173	<0.1%	No
RHBDD3		22q12.2	HOMDEL	2	2173	<0.1%	No
TTLL1		22q13.2	HOMDEL	2	2173	<0.1%	No
TNFAIP8		5q23.1	HOMDEL	2	2173	<0.1%	No
TAFA5		22q13.32	HOMDEL	2	2173	<0.1%	No
SNORD82		2q37.1	HOMDEL	2	2173	<0.1%	No
FBXL2		3p22.3	HOMDEL	2	2173	<0.1%	No
TXN2		22q12.3	HOMDEL	2	2173	<0.1%	No
MGAT4C		12q21.31-q21.32	HOMDEL	2	2173	<0.1%	No
METTL7A		12q13.12	HOMDEL	2	2173	<0.1%	No
ABTB2		11p13	HOMDEL	2	2173	<0.1%	No
TECPR1		7q21.3	HOMDEL	2	2173	<0.1%	No
LETMD1		12q13.12	HOMDEL	2	2173	<0.1%	No
ABI3BP		3q12.2	HOMDEL	2	2173	<0.1%	No
IFFO1		12p13.31	HOMDEL	2	2173	<0.1%	No
CCDC28A		6q24.1	HOMDEL	2	2173	<0.1%	No
TMEM158		3p21.31	HOMDEL	2	2173	<0.1%	No
DPCD		10q24.32	AMP	2	2173	<0.1%	No
SEC31B		10q24.31	HOMDEL	2	2173	<0.1%	No
SEC31B		10q24.31	AMP	2	2173	<0.1%	No
MMACHC		1p34.1	HOMDEL	2	2173	<0.1%	No
DHRS7B		17p11.2	HOMDEL	2	2173	<0.1%	No
SNED1		2q37.3	AMP	2	2173	<0.1%	No
RNF167		17p13.2	HOMDEL	2	2173	<0.1%	No
RNF167		17p13.2	AMP	2	2173	<0.1%	No
MOXD1		6q23.2	HOMDEL	2	2173	<0.1%	No
SUSD5		3p22.3	HOMDEL	2	2173	<0.1%	No
SIPA1L1		14q24.2	HOMDEL	2	2173	<0.1%	No
LTN1		21q21.3	HOMDEL	2	2173	<0.1%	No
GIGYF2		2q37.1	AMP	2	2173	<0.1%	No
RTL8A		Xq26.3	HOMDEL	2	2173	<0.1%	No
ABHD12		20p11.21	HOMDEL	2	2173	<0.1%	No
LDLRAP1		1p36.11	AMP	2	2173	<0.1%	No
TCTN3		10q24.1	AMP	2	2173	<0.1%	No
GAPVD1		9q33.3	HOMDEL	2	2173	<0.1%	No
C10ORF12		10q24.1	AMP	2	2173	<0.1%	No
ABCA12		2q35	AMP	2	2173	<0.1%	No
SPATA31A7		9q12	HOMDEL	2	2173	<0.1%	No
TMEM251		14q32.12	HOMDEL	2	2173	<0.1%	No
OR1C1		1q44	HOMDEL	2	2173	<0.1%	No
PITPNC1		17q24.2	HOMDEL	2	2173	<0.1%	No
FBXL21P		5q31.1	HOMDEL	2	2173	<0.1%	No
CLEC4E		12p13.31	HOMDEL	2	2173	<0.1%	No
BLOC1S6		15q21.1	HOMDEL	2	2173	<0.1%	No
VPS33B		15q26.1	HOMDEL	2	2173	<0.1%	No
PLA2G2D		1p36.12	AMP	2	2173	<0.1%	No
IL1RAPL2		Xq22.3	HOMDEL	2	2173	<0.1%	No
EHF		11p13	HOMDEL	2	2173	<0.1%	No
GNL3		3p21.1	AMP	2	2173	<0.1%	No
OR8B8		11q24.2	HOMDEL	2	2173	<0.1%	No
OR8G1		11q24.2	HOMDEL	2	2173	<0.1%	No
LATS2		13q12.11	HOMDEL	2	2173	<0.1%	Yes
DAZAP1		19p13.3	HOMDEL	2	2173	<0.1%	No
GREM1		15q13.3	AMP	2	2173	<0.1%	Yes
OR7E24		19p13.2	HOMDEL	2	2173	<0.1%	No
OR4E1		14q11.2	HOMDEL	2	2173	<0.1%	No
OR1L3		9q33.2	HOMDEL	2	2173	<0.1%	No
OR1L1		9q33.2	HOMDEL	2	2173	<0.1%	No
SNORD102		13q12.2	HOMDEL	2	2173	<0.1%	No
SNORA70		Xq28	HOMDEL	2	2173	<0.1%	No
SNORD61		Xq26.3	HOMDEL	2	2173	<0.1%	No
SNORD41		19p13.13	HOMDEL	2	2173	<0.1%	No
RANBP6		9p24.1	HOMDEL	2	2173	<0.1%	No
RNF11		1p32.3	HOMDEL	2	2173	<0.1%	No
FGF22		19p13.3	HOMDEL	2	2173	<0.1%	No
DNAI1		9p13.3	HOMDEL	2	2173	<0.1%	No
B9D1		17p11.2	HOMDEL	2	2173	<0.1%	No
SDCBP2		20p13	HOMDEL	2	2173	<0.1%	No
FAM155B		Xq13.1	HOMDEL	2	2173	<0.1%	No
FILIP1		6q14.1	HOMDEL	2	2173	<0.1%	No
FAM184B		4p15.32-p15.31	HOMDEL	2	2173	<0.1%	No
IL17C		16q24.2	HOMDEL	2	2173	<0.1%	No
GPR162		12p13.31	HOMDEL	2	2173	<0.1%	No
TNFRSF21		6p12.3	HOMDEL	2	2173	<0.1%	No
AHDC1		1p36.11-p35.3	AMP	2	2173	<0.1%	No
RNF115		1q21.1	HOMDEL	2	2173	<0.1%	No
DIMT1		5q12.1	HOMDEL	2	2173	<0.1%	No
CRCP		7q11.21	HOMDEL	2	2173	<0.1%	No
ZNF544		19q13.43	HOMDEL	2	2173	<0.1%	No
RBMX		Xq26.3	HOMDEL	2	2173	<0.1%	No
HTATSF1		Xq26.3	HOMDEL	2	2173	<0.1%	No
UTP20		12q23.2	HOMDEL	2	2173	<0.1%	No
RABGEF1		7q11.21	HOMDEL	2	2173	<0.1%	No
POLL		10q24.32	AMP	2	2173	<0.1%	No
PCSK1N		Xp11.23	HOMDEL	2	2173	<0.1%	No
MCAT		22q13.2	HOMDEL	2	2173	<0.1%	No
DESI1		22q13.2	HOMDEL	2	2173	<0.1%	No
MAT2B		5q34	HOMDEL	2	2173	<0.1%	No
TOR2A		9q34.11	HOMDEL	2	2173	<0.1%	No
SLCO1B3		12p12.2	HOMDEL	2	2173	<0.1%	No
CDH20		18q21.33	HOMDEL	2	2173	<0.1%	No
SLC27A6		5q23.3	HOMDEL	2	2173	<0.1%	No
SNX24		5q23.2	HOMDEL	2	2173	<0.1%	No
SPCS1		3p21.1	AMP	2	2173	<0.1%	No
IFT81		12q24.11	HOMDEL	2	2173	<0.1%	No
RANGRF		17p13.1	AMP	2	2173	<0.1%	No
N6AMT1		21q21.3	HOMDEL	2	2173	<0.1%	No
SCG3		15q21.2	HOMDEL	2	2173	<0.1%	No
BRD7		16q12.1	HOMDEL	2	2173	<0.1%	No
CLEC2D		12p13.31	HOMDEL	2	2173	<0.1%	No
RACGAP1		12q13.12	AMP	2	2173	<0.1%	No
BLNK		10q24.1	HOMDEL	2	2173	<0.1%	No
TMOD3		15q21.2	HOMDEL	2	2173	<0.1%	No
TMOD2		15q21.2	HOMDEL	2	2173	<0.1%	No
NCAPH2		22q13.33	HOMDEL	2	2173	<0.1%	No
POM121L8P		22q11.21	HOMDEL	2	2173	<0.1%	No
HOOK2		19p13.13	HOMDEL	2	2173	<0.1%	No
UBIAD1		1p36.22	AMP	2	2173	<0.1%	No
HCFC2		12q23.3	HOMDEL	2	2173	<0.1%	No
RMC1		18q11.2	HOMDEL	2	2173	<0.1%	No
PNMA3		Xq28	HOMDEL	2	2173	<0.1%	No
DMGDH		5q14.1	HOMDEL	2	2173	<0.1%	No
NRBF2		10q21.3	HOMDEL	2	2173	<0.1%	No
TNPO2		19p13.13	HOMDEL	2	2173	<0.1%	No
NXPH1		7p21.3	HOMDEL	2	2173	<0.1%	No
RAX		18q21.32	HOMDEL	2	2173	<0.1%	No
PLA2G2E		1p36.13	AMP	2	2173	<0.1%	No
KCNIP2		10q24.32	AMP	2	2173	<0.1%	No
ZNF354C		5q35.3	HOMDEL	2	2173	<0.1%	No
MINK1		17p13.2	HOMDEL	2	2173	<0.1%	No
MINK1		17p13.2	AMP	2	2173	<0.1%	No
DUOX2		15q21.1	AMP	2	2173	<0.1%	No
COL5A3		19p13.2	HOMDEL	2	2173	<0.1%	No
SYCP3		12q23.2	HOMDEL	2	2173	<0.1%	No
GALNT9		12q24.33	HOMDEL	2	2173	<0.1%	No
ATP6V0A4		7q34	HOMDEL	2	2173	<0.1%	No
ITSN2		2p23.3	HOMDEL	2	2173	<0.1%	No
ANO7		2q37.3	AMP	2	2173	<0.1%	No
ARHGEF4		2q21.1	AMP	2	2173	<0.1%	No
SLC45A1		1p36.23	HOMDEL	2	2173	<0.1%	No
NEUROG3		10q22.1	HOMDEL	2	2173	<0.1%	No
RDH8		19p13.2	HOMDEL	2	2173	<0.1%	No
ASAP1		8q24.21-q24.22	HOMDEL	2	2173	<0.1%	No
COPS7A		12p13.31	HOMDEL	2	2173	<0.1%	No
CLEC4A		12p13.31	HOMDEL	2	2173	<0.1%	No
SPOCK3		4q32.3	HOMDEL	2	2173	<0.1%	No
DERL2		17p13.2	HOMDEL	2	2173	<0.1%	No
DERL2		17p13.2	AMP	2	2173	<0.1%	No
ZNF593		1p36.11	AMP	2	2173	<0.1%	No
ST8SIA3		18q21.31	HOMDEL	2	2173	<0.1%	No
